 Loading checkpoint shards:   0%|                                                                                                                                                | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|████████████████████████████████████████████████████████████████████                                                                    | 1/2 [00:01<00:01,  1.47s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.32s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.34s/it]
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
{"written": 126, "sample_id": "mm-safetybench:04-Physical_Harm:100:TYPO", "latency_ms": 307.0, "peak_vram_gib": 7.73}
{"written": 127, "sample_id": "mm-safetybench:04-Physical_Harm:118:SD", "latency_ms": 291.8, "peak_vram_gib": 7.64}
{"written": 128, "sample_id": "mm-safetybench:04-Physical_Harm:118:SD_TYPO", "latency_ms": 279.5, "peak_vram_gib": 7.64}
{"written": 129, "sample_id": "mm-safetybench:04-Physical_Harm:118:TYPO", "latency_ms": 283.0, "peak_vram_gib": 7.629}
{"written": 130, "sample_id": "mm-safetybench:04-Physical_Harm:124:SD", "latency_ms": 316.6, "peak_vram_gib": 7.773}
{"written": 131, "sample_id": "mm-safetybench:04-Physical_Harm:124:SD_TYPO", "latency_ms": 337.8, "peak_vram_gib": 7.891}
{"written": 132, "sample_id": "mm-safetybench:04-Physical_Harm:124:TYPO", "latency_ms": 289.9, "peak_vram_gib": 7.694}
{"written": 133, "sample_id": "mm-safetybench:04-Physical_Harm:142:SD", "latency_ms": 288.8, "peak_vram_gib": 7.674}
{"written": 134, "sample_id": "mm-safetybench:04-Physical_Harm:142:SD_TYPO", "latency_ms": 287.9, "peak_vram_gib": 7.656}
{"written": 135, "sample_id": "mm-safetybench:04-Physical_Harm:142:TYPO", "latency_ms": 282.7, "peak_vram_gib": 7.637}
{"written": 136, "sample_id": "mm-safetybench:05-EconomicHarm:5:SD", "latency_ms": 286.5, "peak_vram_gib": 7.679}
{"written": 137, "sample_id": "mm-safetybench:05-EconomicHarm:5:SD_TYPO", "latency_ms": 281.2, "peak_vram_gib": 7.626}
{"written": 138, "sample_id": "mm-safetybench:05-EconomicHarm:5:TYPO", "latency_ms": 272.8, "peak_vram_gib": 7.623}
{"written": 139, "sample_id": "mm-safetybench:05-EconomicHarm:21:SD", "latency_ms": 321.1, "peak_vram_gib": 7.78}
{"written": 140, "sample_id": "mm-safetybench:05-EconomicHarm:21:SD_TYPO", "latency_ms": 292.3, "peak_vram_gib": 7.716}
{"written": 141, "sample_id": "mm-safetybench:05-EconomicHarm:21:TYPO", "latency_ms": 298.7, "peak_vram_gib": 7.705}
{"written": 142, "sample_id": "mm-safetybench:05-EconomicHarm:28:SD", "latency_ms": 339.4, "peak_vram_gib": 7.889}
{"written": 143, "sample_id": "mm-safetybench:05-EconomicHarm:28:SD_TYPO", "latency_ms": 340.7, "peak_vram_gib": 7.902}
{"written": 144, "sample_id": "mm-safetybench:05-EconomicHarm:28:TYPO", "latency_ms": 327.7, "peak_vram_gib": 7.819}
{"written": 145, "sample_id": "mm-safetybench:05-EconomicHarm:39:SD", "latency_ms": 328.1, "peak_vram_gib": 7.802}
{"written": 146, "sample_id": "mm-safetybench:05-EconomicHarm:39:SD_TYPO", "latency_ms": 308.0, "peak_vram_gib": 7.748}
{"written": 147, "sample_id": "mm-safetybench:05-EconomicHarm:39:TYPO", "latency_ms": 307.5, "peak_vram_gib": 7.754}
{"written": 148, "sample_id": "mm-safetybench:05-EconomicHarm:44:SD", "latency_ms": 323.6, "peak_vram_gib": 7.782}
{"written": 149, "sample_id": "mm-safetybench:05-EconomicHarm:44:SD_TYPO", "latency_ms": 282.8, "peak_vram_gib": 7.637}
{"written": 150, "sample_id": "mm-safetybench:05-EconomicHarm:44:TYPO", "latency_ms": 284.2, "peak_vram_gib": 7.638}
{"written": 151, "sample_id": "mm-safetybench:05-EconomicHarm:59:SD", "latency_ms": 291.4, "peak_vram_gib": 7.72}
{"written": 152, "sample_id": "mm-safetybench:05-EconomicHarm:59:SD_TYPO", "latency_ms": 308.9, "peak_vram_gib": 7.747}
{"written": 153, "sample_id": "mm-safetybench:05-EconomicHarm:59:TYPO", "latency_ms": 295.9, "peak_vram_gib": 7.72}
{"written": 154, "sample_id": "mm-safetybench:05-EconomicHarm:68:SD", "latency_ms": 289.1, "peak_vram_gib": 7.658}
{"written": 155, "sample_id": "mm-safetybench:05-EconomicHarm:68:SD_TYPO", "latency_ms": 369.0, "peak_vram_gib": 8.022}
{"written": 156, "sample_id": "mm-safetybench:05-EconomicHarm:68:TYPO", "latency_ms": 373.0, "peak_vram_gib": 8.022}
{"written": 157, "sample_id": "mm-safetybench:05-EconomicHarm:92:SD", "latency_ms": 312.4, "peak_vram_gib": 7.732}
{"written": 158, "sample_id": "mm-safetybench:05-EconomicHarm:92:SD_TYPO", "latency_ms": 339.0, "peak_vram_gib": 7.892}
{"written": 159, "sample_id": "mm-safetybench:05-EconomicHarm:92:TYPO", "latency_ms": 336.2, "peak_vram_gib": 7.889}
{"written": 160, "sample_id": "mm-safetybench:05-EconomicHarm:99:SD", "latency_ms": 325.8, "peak_vram_gib": 7.832}
{"written": 161, "sample_id": "mm-safetybench:05-EconomicHarm:99:SD_TYPO", "latency_ms": 334.7, "peak_vram_gib": 7.869}
{"written": 162, "sample_id": "mm-safetybench:05-EconomicHarm:99:TYPO", "latency_ms": 325.1, "peak_vram_gib": 7.828}
{"written": 163, "sample_id": "mm-safetybench:05-EconomicHarm:107:SD", "latency_ms": 326.7, "peak_vram_gib": 7.815}
{"written": 164, "sample_id": "mm-safetybench:05-EconomicHarm:107:SD_TYPO", "latency_ms": 322.1, "peak_vram_gib": 7.774}
{"written": 165, "sample_id": "mm-safetybench:05-EconomicHarm:107:TYPO", "latency_ms": 328.5, "peak_vram_gib": 7.792}
{"written": 166, "sample_id": "mm-safetybench:05-EconomicHarm:110:SD", "latency_ms": 291.4, "peak_vram_gib": 7.656}
{"written": 167, "sample_id": "mm-safetybench:05-EconomicHarm:110:SD_TYPO", "latency_ms": 286.3, "peak_vram_gib": 7.675}
{"written": 168, "sample_id": "mm-safetybench:05-EconomicHarm:110:TYPO", "latency_ms": 324.8, "peak_vram_gib": 7.817}
{"written": 169, "sample_id": "mm-safetybench:05-EconomicHarm:112:SD", "latency_ms": 373.2, "peak_vram_gib": 8.02}
{"written": 170, "sample_id": "mm-safetybench:05-EconomicHarm:112:SD_TYPO", "latency_ms": 325.8, "peak_vram_gib": 7.853}
{"written": 171, "sample_id": "mm-safetybench:05-EconomicHarm:112:TYPO", "latency_ms": 321.7, "peak_vram_gib": 7.79}
{"written": 172, "sample_id": "mm-safetybench:06-Fraud:1:SD", "latency_ms": 288.4, "peak_vram_gib": 7.648}
{"written": 173, "sample_id": "mm-safetybench:06-Fraud:1:SD_TYPO", "latency_ms": 286.3, "peak_vram_gib": 7.632}
{"written": 174, "sample_id": "mm-safetybench:06-Fraud:1:TYPO", "latency_ms": 289.2, "peak_vram_gib": 7.648}
{"written": 175, "sample_id": "mm-safetybench:06-Fraud:2:SD", "latency_ms": 288.3, "peak_vram_gib": 7.679}
{"written": 176, "sample_id": "mm-safetybench:06-Fraud:2:SD_TYPO", "latency_ms": 281.3, "peak_vram_gib": 7.635}
{"written": 177, "sample_id": "mm-safetybench:06-Fraud:2:TYPO", "latency_ms": 290.1, "peak_vram_gib": 7.637}
{"written": 178, "sample_id": "mm-safetybench:06-Fraud:55:SD", "latency_ms": 280.6, "peak_vram_gib": 7.638}
{"written": 179, "sample_id": "mm-safetybench:06-Fraud:55:SD_TYPO", "latency_ms": 289.1, "peak_vram_gib": 7.683}
{"written": 180, "sample_id": "mm-safetybench:06-Fraud:55:TYPO", "latency_ms": 288.7, "peak_vram_gib": 7.629}
{"written": 181, "sample_id": "mm-safetybench:06-Fraud:58:SD", "latency_ms": 286.4, "peak_vram_gib": 7.68}
{"written": 182, "sample_id": "mm-safetybench:06-Fraud:58:SD_TYPO", "latency_ms": 288.9, "peak_vram_gib": 7.691}
{"written": 183, "sample_id": "mm-safetybench:06-Fraud:58:TYPO", "latency_ms": 279.7, "peak_vram_gib": 7.637}
{"written": 184, "sample_id": "mm-safetybench:06-Fraud:61:SD", "latency_ms": 280.1, "peak_vram_gib": 7.639}
{"written": 185, "sample_id": "mm-safetybench:06-Fraud:61:SD_TYPO", "latency_ms": 286.3, "peak_vram_gib": 7.653}
{"written": 186, "sample_id": "mm-safetybench:06-Fraud:61:TYPO", "latency_ms": 287.0, "peak_vram_gib": 7.639}
{"written": 187, "sample_id": "mm-safetybench:06-Fraud:68:SD", "latency_ms": 291.3, "peak_vram_gib": 7.719}
{"written": 188, "sample_id": "mm-safetybench:06-Fraud:68:SD_TYPO", "latency_ms": 291.6, "peak_vram_gib": 7.747}
{"written": 189, "sample_id": "mm-safetybench:06-Fraud:68:TYPO", "latency_ms": 291.7, "peak_vram_gib": 7.717}
{"written": 190, "sample_id": "mm-safetybench:06-Fraud:73:SD", "latency_ms": 306.6, "peak_vram_gib": 7.77}
{"written": 191, "sample_id": "mm-safetybench:06-Fraud:73:SD_TYPO", "latency_ms": 286.8, "peak_vram_gib": 7.694}
{"written": 192, "sample_id": "mm-safetybench:06-Fraud:73:TYPO", "latency_ms": 284.9, "peak_vram_gib": 7.644}
{"written": 193, "sample_id": "mm-safetybench:06-Fraud:85:SD", "latency_ms": 287.7, "peak_vram_gib": 7.7}
{"written": 194, "sample_id": "mm-safetybench:06-Fraud:85:SD_TYPO", "latency_ms": 314.5, "peak_vram_gib": 7.775}
{"written": 195, "sample_id": "mm-safetybench:06-Fraud:85:TYPO", "latency_ms": 307.8, "peak_vram_gib": 7.766}
{"written": 196, "sample_id": "mm-safetybench:06-Fraud:104:SD", "latency_ms": 289.8, "peak_vram_gib": 7.718}
{"written": 197, "sample_id": "mm-safetybench:06-Fraud:104:SD_TYPO", "latency_ms": 324.7, "peak_vram_gib": 7.839}
{"written": 198, "sample_id": "mm-safetybench:06-Fraud:104:TYPO", "latency_ms": 308.4, "peak_vram_gib": 7.759}
{"written": 199, "sample_id": "mm-safetybench:06-Fraud:105:SD", "latency_ms": 284.4, "peak_vram_gib": 7.639}
{"written": 200, "sample_id": "mm-safetybench:06-Fraud:105:SD_TYPO", "latency_ms": 287.0, "peak_vram_gib": 7.676}
{"written": 201, "sample_id": "mm-safetybench:06-Fraud:105:TYPO", "latency_ms": 284.4, "peak_vram_gib": 7.656}
{"written": 202, "sample_id": "mm-safetybench:06-Fraud:120:SD", "latency_ms": 284.9, "peak_vram_gib": 7.643}
{"written": 203, "sample_id": "mm-safetybench:06-Fraud:120:SD_TYPO", "latency_ms": 284.6, "peak_vram_gib": 7.679}
{"written": 204, "sample_id": "mm-safetybench:06-Fraud:120:TYPO", "latency_ms": 285.5, "peak_vram_gib": 7.683}
{"written": 205, "sample_id": "mm-safetybench:06-Fraud:126:SD", "latency_ms": 288.6, "peak_vram_gib": 7.692}
{"written": 206, "sample_id": "mm-safetybench:06-Fraud:126:SD_TYPO", "latency_ms": 278.9, "peak_vram_gib": 7.631}
{"written": 207, "sample_id": "mm-safetybench:06-Fraud:126:TYPO", "latency_ms": 281.6, "peak_vram_gib": 7.632}
{"written": 208, "sample_id": "mm-safetybench:06-Fraud:130:SD", "latency_ms": 307.9, "peak_vram_gib": 7.744}
{"written": 209, "sample_id": "mm-safetybench:06-Fraud:130:SD_TYPO", "latency_ms": 283.6, "peak_vram_gib": 7.664}
{"written": 210, "sample_id": "mm-safetybench:06-Fraud:130:TYPO", "latency_ms": 284.7, "peak_vram_gib": 7.67}
{"written": 211, "sample_id": "mm-safetybench:06-Fraud:150:SD", "latency_ms": 284.6, "peak_vram_gib": 7.683}
{"written": 212, "sample_id": "mm-safetybench:06-Fraud:150:SD_TYPO", "latency_ms": 280.3, "peak_vram_gib": 7.629}
{"written": 213, "sample_id": "mm-safetybench:06-Fraud:150:TYPO", "latency_ms": 279.2, "peak_vram_gib": 7.632}
{"written": 214, "sample_id": "mm-safetybench:06-Fraud:153:SD", "latency_ms": 304.7, "peak_vram_gib": 7.733}
{"written": 215, "sample_id": "mm-safetybench:06-Fraud:153:SD_TYPO", "latency_ms": 281.9, "peak_vram_gib": 7.623}
{"written": 216, "sample_id": "mm-safetybench:06-Fraud:153:TYPO", "latency_ms": 282.9, "peak_vram_gib": 7.639}
{"written": 217, "sample_id": "mm-safetybench:07-Sex:9:SD", "latency_ms": 282.4, "peak_vram_gib": 7.63}
{"written": 218, "sample_id": "mm-safetybench:07-Sex:9:SD_TYPO", "latency_ms": 280.5, "peak_vram_gib": 7.637}
{"written": 219, "sample_id": "mm-safetybench:07-Sex:9:TYPO", "latency_ms": 438.7, "peak_vram_gib": 7.795}
{"written": 220, "sample_id": "mm-safetybench:07-Sex:18:SD", "latency_ms": 436.2, "peak_vram_gib": 7.785}
{"written": 221, "sample_id": "mm-safetybench:07-Sex:18:SD_TYPO", "latency_ms": 284.9, "peak_vram_gib": 7.674}
{"written": 222, "sample_id": "mm-safetybench:07-Sex:18:TYPO", "latency_ms": 283.5, "peak_vram_gib": 7.654}
{"written": 223, "sample_id": "mm-safetybench:07-Sex:28:SD", "latency_ms": 286.2, "peak_vram_gib": 7.681}
{"written": 224, "sample_id": "mm-safetybench:07-Sex:28:SD_TYPO", "latency_ms": 288.6, "peak_vram_gib": 7.717}
{"written": 225, "sample_id": "mm-safetybench:07-Sex:28:TYPO", "latency_ms": 412.2, "peak_vram_gib": 7.876}
{"written": 226, "sample_id": "mm-safetybench:07-Sex:35:SD", "latency_ms": 279.3, "peak_vram_gib": 7.636}
{"written": 227, "sample_id": "mm-safetybench:07-Sex:35:SD_TYPO", "latency_ms": 385.3, "peak_vram_gib": 7.76}
{"written": 228, "sample_id": "mm-safetybench:07-Sex:35:TYPO", "latency_ms": 283.9, "peak_vram_gib": 7.673}
{"written": 229, "sample_id": "mm-safetybench:07-Sex:43:SD", "latency_ms": 305.7, "peak_vram_gib": 7.758}
{"written": 230, "sample_id": "mm-safetybench:07-Sex:43:SD_TYPO", "latency_ms": 407.4, "peak_vram_gib": 7.72}
{"written": 231, "sample_id": "mm-safetybench:07-Sex:43:TYPO", "latency_ms": 289.3, "peak_vram_gib": 7.735}
{"written": 232, "sample_id": "mm-safetybench:07-Sex:46:SD", "latency_ms": 306.4, "peak_vram_gib": 7.765}
{"written": 233, "sample_id": "mm-safetybench:07-Sex:46:SD_TYPO", "latency_ms": 441.2, "peak_vram_gib": 7.838}
{"written": 234, "sample_id": "mm-safetybench:07-Sex:46:TYPO", "latency_ms": 426.3, "peak_vram_gib": 7.744}
{"written": 235, "sample_id": "mm-safetybench:07-Sex:55:SD", "latency_ms": 397.3, "peak_vram_gib": 7.78}
{"written": 236, "sample_id": "mm-safetybench:07-Sex:55:SD_TYPO", "latency_ms": 443.4, "peak_vram_gib": 7.977}
{"written": 237, "sample_id": "mm-safetybench:07-Sex:55:TYPO", "latency_ms": 437.3, "peak_vram_gib": 7.99}
{"written": 238, "sample_id": "mm-safetybench:07-Sex:62:SD", "latency_ms": 289.7, "peak_vram_gib": 7.747}
{"written": 239, "sample_id": "mm-safetybench:07-Sex:62:SD_TYPO", "latency_ms": 279.2, "peak_vram_gib": 7.631}
{"written": 240, "sample_id": "mm-safetybench:07-Sex:62:TYPO", "latency_ms": 426.2, "peak_vram_gib": 7.739}
{"written": 241, "sample_id": "mm-safetybench:07-Sex:65:SD", "latency_ms": 426.4, "peak_vram_gib": 7.735}
{"written": 242, "sample_id": "mm-safetybench:07-Sex:65:SD_TYPO", "latency_ms": 281.5, "peak_vram_gib": 7.626}
{"written": 243, "sample_id": "mm-safetybench:07-Sex:65:TYPO", "latency_ms": 289.1, "peak_vram_gib": 7.691}
{"written": 244, "sample_id": "mm-safetybench:07-Sex:68:SD", "latency_ms": 282.1, "peak_vram_gib": 7.637}
{"written": 245, "sample_id": "mm-safetybench:07-Sex:68:SD_TYPO", "latency_ms": 282.3, "peak_vram_gib": 7.637}
{"written": 246, "sample_id": "mm-safetybench:07-Sex:68:TYPO", "latency_ms": 270.2, "peak_vram_gib": 7.623}
{"written": 247, "sample_id": "mm-safetybench:07-Sex:80:SD", "latency_ms": 316.6, "peak_vram_gib": 7.774}
{"written": 248, "sample_id": "mm-safetybench:07-Sex:80:SD_TYPO", "latency_ms": 436.7, "peak_vram_gib": 7.787}
{"written": 249, "sample_id": "mm-safetybench:07-Sex:80:TYPO", "latency_ms": 402.7, "peak_vram_gib": 7.815}
{"written": 250, "sample_id": "mm-safetybench:08-Political_Lobbying:5:SD", "latency_ms": 285.1, "peak_vram_gib": 7.658}
{"written": 251, "sample_id": "mm-safetybench:08-Political_Lobbying:5:SD_TYPO", "latency_ms": 319.2, "peak_vram_gib": 7.79}
{"written": 252, "sample_id": "mm-safetybench:08-Political_Lobbying:5:TYPO", "latency_ms": 305.9, "peak_vram_gib": 7.758}
{"written": 253, "sample_id": "mm-safetybench:08-Political_Lobbying:6:SD", "latency_ms": 325.5, "peak_vram_gib": 7.843}
{"written": 254, "sample_id": "mm-safetybench:08-Political_Lobbying:6:SD_TYPO", "latency_ms": 320.1, "peak_vram_gib": 7.789}
{"written": 255, "sample_id": "mm-safetybench:08-Political_Lobbying:6:TYPO", "latency_ms": 324.1, "peak_vram_gib": 7.807}
{"written": 256, "sample_id": "mm-safetybench:08-Political_Lobbying:17:SD", "latency_ms": 327.4, "peak_vram_gib": 7.816}
{"written": 257, "sample_id": "mm-safetybench:08-Political_Lobbying:17:SD_TYPO", "latency_ms": 319.1, "peak_vram_gib": 7.781}
{"written": 258, "sample_id": "mm-safetybench:08-Political_Lobbying:17:TYPO", "latency_ms": 322.7, "peak_vram_gib": 7.797}
{"written": 259, "sample_id": "mm-safetybench:08-Political_Lobbying:26:SD", "latency_ms": 290.1, "peak_vram_gib": 7.747}
{"written": 260, "sample_id": "mm-safetybench:08-Political_Lobbying:26:SD_TYPO", "latency_ms": 321.3, "peak_vram_gib": 7.781}
{"written": 261, "sample_id": "mm-safetybench:08-Political_Lobbying:26:TYPO", "latency_ms": 324.8, "peak_vram_gib": 7.808}
{"written": 262, "sample_id": "mm-safetybench:08-Political_Lobbying:37:SD", "latency_ms": 312.5, "peak_vram_gib": 7.759}
{"written": 263, "sample_id": "mm-safetybench:08-Political_Lobbying:37:SD_TYPO", "latency_ms": 312.6, "peak_vram_gib": 7.746}
{"written": 264, "sample_id": "mm-safetybench:08-Political_Lobbying:37:TYPO", "latency_ms": 325.6, "peak_vram_gib": 7.821}
{"written": 265, "sample_id": "mm-safetybench:08-Political_Lobbying:41:SD", "latency_ms": 325.0, "peak_vram_gib": 7.843}
{"written": 266, "sample_id": "mm-safetybench:08-Political_Lobbying:41:SD_TYPO", "latency_ms": 339.2, "peak_vram_gib": 7.879}
{"written": 267, "sample_id": "mm-safetybench:08-Political_Lobbying:41:TYPO", "latency_ms": 322.5, "peak_vram_gib": 7.843}
{"written": 268, "sample_id": "mm-safetybench:08-Political_Lobbying:42:SD", "latency_ms": 323.3, "peak_vram_gib": 7.839}
{"written": 269, "sample_id": "mm-safetybench:08-Political_Lobbying:42:SD_TYPO", "latency_ms": 323.6, "peak_vram_gib": 7.85}
{"written": 270, "sample_id": "mm-safetybench:08-Political_Lobbying:42:TYPO", "latency_ms": 324.3, "peak_vram_gib": 7.819}
{"written": 271, "sample_id": "mm-safetybench:08-Political_Lobbying:59:SD", "latency_ms": 340.1, "peak_vram_gib": 7.928}
{"written": 272, "sample_id": "mm-safetybench:08-Political_Lobbying:59:SD_TYPO", "latency_ms": 325.2, "peak_vram_gib": 7.832}
{"written": 273, "sample_id": "mm-safetybench:08-Political_Lobbying:59:TYPO", "latency_ms": 327.2, "peak_vram_gib": 7.824}
{"written": 274, "sample_id": "mm-safetybench:08-Political_Lobbying:73:SD", "latency_ms": 295.0, "peak_vram_gib": 7.713}
{"written": 275, "sample_id": "mm-safetybench:08-Political_Lobbying:73:SD_TYPO", "latency_ms": 311.8, "peak_vram_gib": 7.727}
{"written": 276, "sample_id": "mm-safetybench:08-Political_Lobbying:73:TYPO", "latency_ms": 308.5, "peak_vram_gib": 7.718}
{"written": 277, "sample_id": "mm-safetybench:08-Political_Lobbying:90:SD", "latency_ms": 321.8, "peak_vram_gib": 7.784}
{"written": 278, "sample_id": "mm-safetybench:08-Political_Lobbying:90:SD_TYPO", "latency_ms": 308.9, "peak_vram_gib": 7.764}
{"written": 279, "sample_id": "mm-safetybench:08-Political_Lobbying:90:TYPO", "latency_ms": 309.1, "peak_vram_gib": 7.757}
{"written": 280, "sample_id": "mm-safetybench:08-Political_Lobbying:92:SD", "latency_ms": 309.1, "peak_vram_gib": 7.768}
{"written": 281, "sample_id": "mm-safetybench:08-Political_Lobbying:92:SD_TYPO", "latency_ms": 308.8, "peak_vram_gib": 7.74}
{"written": 282, "sample_id": "mm-safetybench:08-Political_Lobbying:92:TYPO", "latency_ms": 308.1, "peak_vram_gib": 7.756}
{"written": 283, "sample_id": "mm-safetybench:08-Political_Lobbying:113:SD", "latency_ms": 322.8, "peak_vram_gib": 7.845}
{"written": 284, "sample_id": "mm-safetybench:08-Political_Lobbying:113:SD_TYPO", "latency_ms": 322.3, "peak_vram_gib": 7.806}
{"written": 285, "sample_id": "mm-safetybench:08-Political_Lobbying:113:TYPO", "latency_ms": 313.3, "peak_vram_gib": 7.769}
{"written": 286, "sample_id": "mm-safetybench:08-Political_Lobbying:116:SD", "latency_ms": 357.2, "peak_vram_gib": 7.985}
{"written": 287, "sample_id": "mm-safetybench:08-Political_Lobbying:116:SD_TYPO", "latency_ms": 350.1, "peak_vram_gib": 7.95}
{"written": 288, "sample_id": "mm-safetybench:08-Political_Lobbying:116:TYPO", "latency_ms": 335.9, "peak_vram_gib": 7.906}
{"written": 289, "sample_id": "mm-safetybench:08-Political_Lobbying:120:SD", "latency_ms": 315.2, "peak_vram_gib": 7.773}
{"written": 290, "sample_id": "mm-safetybench:08-Political_Lobbying:120:SD_TYPO", "latency_ms": 321.4, "peak_vram_gib": 7.796}
{"written": 291, "sample_id": "mm-safetybench:08-Political_Lobbying:120:TYPO", "latency_ms": 319.1, "peak_vram_gib": 7.79}
{"written": 292, "sample_id": "mm-safetybench:08-Political_Lobbying:137:SD", "latency_ms": 285.2, "peak_vram_gib": 7.667}
{"written": 293, "sample_id": "mm-safetybench:08-Political_Lobbying:137:SD_TYPO", "latency_ms": 310.9, "peak_vram_gib": 7.728}
{"written": 294, "sample_id": "mm-safetybench:08-Political_Lobbying:137:TYPO", "latency_ms": 308.7, "peak_vram_gib": 7.728}
{"written": 295, "sample_id": "mm-safetybench:09-Privacy_Violence:10:SD", "latency_ms": 330.9, "peak_vram_gib": 7.825}
